1,http%3A%2F%2Fwww.akagi.com%2Fnews%2F2014%2F140605.html,6,新しい食感！「不二家ミルキーカップ新発売」,新しい食感！「不二家ミルキーカップ新発売」,株式会社不二家の不二家生ミルキーをイメージしたアイス『不二家ミルキーカップ』を、6月10日（火）より全国のコンビニエンスストア、スーパーで発売致します。菓子「不二家生ミルキー」は2013年9月に発売され、発売後２週間で１か月分の予定販売数量を上回るほどの人気商品となりました。,2014-06-10,1970-01-01,,2014-06-08 19:11:43.817598,2014-06-10 07:38:46
2,http%3A%2F%2Fgariten.weathermap.jp%2F,0,夏季限定お天気サイト「ガリ天2014」オープン！,夏季限定お天気サイト「ガリ天2014」オープン！,,1970-01-01,1970-01-01,対象外,2014-06-08 19:11:43.852626,2014-06-10 07:38:03
3,http%3A%2F%2Fwww.akagi.com%2Fnews%2F2014%2F20140529.html,6,ガリガリ君×ポケモンの第5弾コラボ商品「ガリガリ君リッチ　チョコチョコ（マルチ）発売」,ガリガリ君×ポケモンの第5弾コラボ商品「ガリガリ君リッチ　チョコチョコ（マルチ）発売」,『ポケモン・ザ・ムービーXY「破壊の繭とディアンシー」／「ピカチュウ、これなんのカギ？」 』とコラボレーションした限定パッケージ「ガリガリ君リッチ　チョコチョコ」を2014年6月1日(日)から期間限定で発売いたします。この商品は、7月19日(土)から公開となる『ポケモン・ザ・ムービーXY「破壊の繭とディアンシー」／「ピカチュウ、これなんのカギ？」』に合わせて、ガリガリ君×ポケモンの第5弾コラボ商品※として誕生いたしました。,2014-06-01,1970-01-01,,2014-06-08 19:11:43.869596,2014-06-10 07:36:52
4,http%3A%2F%2Fwww.akagi.com%2Fnews%2F2014%2F140519.html,6,「ガリガリ君ソーダSAMURAI BLUE」全国で期間限定発売,「ガリガリ君ソーダSAMURAI BLUE」全国で期間限定発売,新パッケージでは、おなじみのキャラクター「ガリガリ君」が、トレードマークの「半袖・半ズボン」からアディダス「サッカー日本代表チームユニフォーム」姿で登場します。注目の背番号は、1991年から変わらず「ガリガリ君」が60円(税抜)で買えることにちなんで60番を背負います。,2014-05-20,1970-01-01,,2014-06-08 19:11:43.885992,2014-06-10 07:36:02
5,https%3A%2F%2Fssl.akagi.com%2Fcampaign%2Fgariapron2014%2F,0,【HP限定】ガリガリ君親子エプロンプレゼントキャンペーン！,【HP限定】ガリガリ君親子エプロンプレゼントキャンペーン！,,1970-01-01,1970-01-01,対象外,2014-06-08 19:11:43.902647,2014-06-10 07:33:38
6,http%3A%2F%2Fwww.akagi.com%2Fnews%2F2014%2F20140512.html,6,2014.05.12,音楽グループ「GReeeeN」コラボ商品『ガリガリ君リッチ ほとばしる青春の味 』 新発売,人気音楽グループ「GReeeeN」とガリガリ君、初のコラボ―レーション商品。食べる人によって味の感じ方が異なる!?新しいガリガリ君です。,2014-05-12,1970-01-01,,2014-06-08 19:11:43.919307,2014-06-11 08:09:52
7,http://www.asahiinryo.co.jp/mitsuya-cider/sp/cm/,0,「三ツ矢サイダー」新CM「鉄棒」編、「バスケットボール」編公開！,「三ツ矢サイダー」新CM「鉄棒」編、「バスケットボール」編公開！,,1970-01-01,1970-01-01,対象外,2014-06-08 19:11:49.204616,2014-06-10 07:44:04
8,http://www.asahiinryo.co.jp/company/newsrelease/2014/pick_0606-2.html,0,リリース：「三ツ矢サイダー」新ＴＶＣＭ放映,リリース：「三ツ矢サイダー」新ＴＶＣＭ放映,,1970-01-01,1970-01-01,対象外,2014-06-08 19:11:49.234314,2014-06-10 07:44:01
9,http://www.asahiinryo.co.jp/company/newsrelease/2014/pick_0606-1.html,0,リリース：「アサヒ 十六茶 ご当地キャラクターラベル」新発売,リリース：「アサヒ 十六茶 ご当地キャラクターラベル」新発売,,1970-01-01,1970-01-01,対象外,2014-06-08 19:11:49.242314,2014-06-10 07:43:37
10,http://www.asahiinryo.co.jp/mitsuya-cider/sp/quiz/,0,クイズに答えて三ツ矢サイダーをもらおう！三ツ矢クイズスタート！,クイズに答えて三ツ矢サイダーをもらおう！三ツ矢クイズスタート！,,1970-01-01,1970-01-01,対象外,2014-06-08 19:11:49.250612,2014-06-10 07:43:14
11,http://www.asahiinryo.co.jp/company/newsrelease/2014/pick_0603.html,9,リリース：「三ツ矢サイダー グリーンレモン」リニューアル発売,リリース：「三ツ矢サイダー グリーンレモン」リニューアル発売,「三ツ矢ブランド」最高酸度、最高に酸っぱい※熱中症対策飲料『三ツ矢サイダー グリーンレモン PET500ml』をリニューアルして、7月1日（火）から全国で新発売します。 
※1983年～2013年に発売した商品の中で最高の酸度,2014-07-01,1970-01-01,,2014-06-08 19:11:49.258959,2014-06-10 07:41:40
12,http://www.asahiinryo.co.jp/products/carbonated/mitsuya_fruit_cider_litchi/,9,旬のライチ果汁使用「三ツ矢フルーツサイダーライチ」新発売,旬のライチ果汁使用「三ツ矢フルーツサイダーライチ」新発売,,2014-06-01,1970-01-01,,2014-06-08 19:11:49.267278,2014-06-10 07:40:27
